89;Vino blanco;174837
90;Cebolla en polvo;171327
91;Camarón;175179
92;Tocino;174602
93;Carne molida;174037
94;Betarraga;169145
95;Carne;169016
96;Nueces;170182
97;Alcaparra;172238
98;Alcachofa;169205
99;Lentejas;172420
100;Miel;169640
101;Menta;173475
102;Eneldo;172233
103;Salsa inglesa;171610
104;Naranja;169919
105;Sal rosada;577350
106;Arroz;168883
107;Vinagre blanco;172237
108;Levadura;175043
109;Pimiento amarillo;169383
110;Muslo de pollo;168961
111;Vinagre de vino blanco;172237
112;Cerdo;167902
113;Eritritol;2291491
114;Harina de garbanzos;174288
115;Cuscús;169699
116;Ají;172098
117;Palmito;167714
118;Pan;172686
119;Anchoa;174182
120;Chalota;170499
121;Frutilla;167762
122;Poroto;169320
123;Mote;173748
124;Pasa;168075
125;Ají verde;170497
126;Miel de maple;169661
127;Maicena;169698
128;Jugo naranja;169044
129;Cacao en polvo;169593
130;Granada;169134
131;Tomate en tarro;170501
132;Estragón;170937
133;Poroto granado;175202
134;Ricotta;170851
135;Ají en polvo;171319
136;Vino tinto;173190
137;Ají rojo;170106
138;Jalapeño;168576
139;Leche de coco;174116
140;Piñón;170592
141;Chía;170554
142;Coliflor;169986
143;Jamón;173865
144;Pepinillo;169379
145;Amapola;171330
146;Crema de coco;170171
147;Harina de maíz;169695
148;Ulte;170496
149;Rúcula;169387
150;Paprika;171329
151;Maracuyá;169110
152;Aliño completo;172242
153;Escalopa de carne;169429
154;Salsa tomate;170463
155;Papas fritas;169836
156;Ketchup;168556
157;Piña;168193
158;Plátano;173944
159;Arándano;171711
160;Yogurt;171284
161;Cochayuyo;170091
162;Acelga;169991
163;Quinoa;168874
164;Maíz;170288
165;Salsa de ají;171605
166;Salsa de soya;174278
167;Caldo verduras;171180
169;Zapallo spaghetti;169298
170;Leche de almendra;174832
171;Cúrcuma;172231
172;Azúcar rubia;168833
173;Castañas;170165
174;Dátiles;168191
175;Tomate pera;170456
176;Cebolla chalota;170499
177;Papa camote;169305
178;Ciruela;169949
179;Damasco turco;171697
180;Higos;173021
181;Zapallo camote;168472
182;Zapallo butternut;169295
183;Cardamomo;170919
184;Avena;173904
185;Mermelada frambuesa;2009683
186;Azafrán;170934
187;Lechuga escarola;169249
188;Tortilla;175037
189;Caldo de ave;174566
190;Habas;175205
191;Grano choclo;170288
192;Tapas de empanadas;167660
193;Pesto;171582
194;Tomate roma;170457
195;Carne vegetal;169067
196;Tortilla maíz;175036
197;Concentrado de tomate;170459
198;Crema acida;171257
199;Pan rallado;174928
200;Crema de leche;170859
201;Harina sin polvos de hornear;174928
202;Pure de zapallo;170489
203;Salvia deshidratada;170935
204;Clara de huevo;172183
205;Pasta de aji;171605
206;Salsa de tabasco;174528
207;Lomo de ternera;168612
208;Queso azul;172175
209;Yogurt griego;171304
210;Anato;172242
211;Pescado blanco;175150
212;Fiambre de pollo;172950
213;Salchicha;174584
214;Especias italianas;172243
215;Queso provoleta;170850
216;Chorizo;173859
217;Pasta de chipotle;171604
218;Romero;171333
219;Gelatina en polvo;169599
220;Harina de coco;1888750
221;Bistec;167673
222;Caldo de carne;172923
223;Aceituna verde;169096
224;Jugo de almeja;171882
225;Pasta de curry;171183
226;Chocolate;167976
227;Semillas de zapallo;170556
228;Yema de huevo;172184
229;Mandarina;169105
230;Bacalao;171955
231;Rábano;169276
232;Chuleta de cerdo;168238
233;Uva;173040
234;Pasta sin gluten;168899
235;Carne de cordero;172582
236;Rabo de ternera;1459242
237;Cebolla perla;2293594
238;Mostaza en grano;170929
239;Masa para pizza sin gluten;2304961
240;Huevo de codorniz;172191
241;Cola de langostino;2078611
242;Calamar;174223
243;Solomillo de cerdo;168371
244;Whisky;174819
245;Kanikama;1850670
246;Leche condensada ;171275
247;Manjar;173461
248;Cobertura chocolate semiamargo;169581
249;Filete;169544
250;Salsa caramelo;167743
251;Galletas;174971
252;Ostiones;174487
253;Berries;171711
254;Ralladura limón;167749
255;Marraqueta;167532
256;Clavo de olor;171321
257;Machas;174214
258;Plateada;172159
259;Jerez;169071
260;Salsa blanca;174525
261;Crispy;172806
262;Brandy;171907
263;Panqueque;175009
264;Ralladura naranjas;169103
265;Fondant;167986
266;Chancaca;168820
267;Duraznos;169928
268;Peras;169118
269;Moras;173946
270;Galletas champaña;172086
271;Pulpo;174218
272;Lomo liso;168721
273;Posta;172122
274;Manteca;172345
275;Pollo ganso;174749
276;Jaiba;174204
277;Pan integral;168013
278;Lomo vetado;168612
279;Trutros cortos;171515
280;Cerveza;168749
281;Congrio;171953
282;Champiñones ostra;168580
283;Coñac;174815
284;Pisco;174815
285;Café;171893
286;Esencia ron;174817
287;Crema pastelera;168772
288;Manteca vegetal;173584
289;Pan hamburguesa;172675
290;Oporto;169071
291;Almejas;174214
292;Cobertura chocolate blanco;167571
293;Bizcocho;172707
294;Anís estrella;171316
295;Ajo granulado;171325
296;Anís;171316
297;Salsa barbecue;174523
298;Asiento;168736
299;Dientes dragón;172441
300;Champiñones parís;169251
301;ron;174817
302;Nutella;168000
303;frutos rojo;168997
304;huesillo;169934
305;cerezas;171719
306;coco;170169
307;pistachos;170184
308;brownies;172713
309;helado;168809
310;endulzante;168142
311;sucralosa;170673
312;anís semilla;171316
313;café granulado;171893
314;amaretto;175097
315;guindas;171719
316;licor;175097
317;salsa manjar;173461
318;esencia cola mono;173665
319;salsa frambuesas;167808
320;compota manzanas;173928
321;cacao amargo;169594
322;higos deshidratados;174665
323;berro;170068
324;colapez;169879
325;mariscos surtidos;174216
326;masa filo;172738
327;merluza austral;173725
328;salsa teriyaki;171167
329;polenta;168038
330;punta ganso;167673
331;pollo entero;171951
332;sémola;169715
333;mariscos;174216
334;choros;174216
335;salsa pescado;174531
336;maní;172430
337;trutro pollo;173619
338;cranberries;169804
339;pasta espirales;169736
340;pan molde blanco;167532
341;rocoto;168570
342;trigo;169720
343;hojas parra;168575
344;azáfran;170934
345;macha;174214
346;baguette;172675
347;gelatina hojas;169599
348;salsa horseradish;173472
349;achiote;172242
350;jugo piñas;167792
351;fideos ramen;169732
352;mango;169910
353;crutones;172687
354;churrascos;168634
355;prietas;171618
356;merluza;171964
357;longaniza;174584
358;trigo burgol;170287
359;palanca;174746
360;Pollo ganso;171746
361;marraquetas;167532
362;ají cacho cabra;170106
363;pan amasado;167532
364;panes ciabatta;174913
365;asado tira;173405
366;cerveza oscura;168746
367;quínoa roja;173405
368;tallarines;169736
369;pimienta cayenna;170932
370;malaya;172159
371;pasta penne;169736
372;osobuco;172649
373;callampas secas;168436
374;caldo costilla;171561
375;posta paleta;172122
376;charqui;167536
377;chuletas kayser;168238
378;fideos cabello;169736
379;tallarines arroz;169742
380;filetes pollo;172855
381;locos;174212
382;lamina lasaña;168955
383;tutros pollo;172855
384;masa hoja;172790
385;callampas deshidratadas;168436
386;salsa ostras;174529
387;cerveza negra;174863
388;sobrecostilla;170809
389;champiñones shitake;168436
390;filete corvina;175142
391;arroz silvestre;169726
392;champiñones portobello;169255
393;congrio colorado;173670
394;cabezas congrio;168034
395;cabeza pescado;168034
396;pierna cordero;174342
397;lemon grass;168573
398;tagliatelle;168955
399;tomates deshidratados;168567
400;filetitos pollo;171515
401;diente dragón;172441
402;tilapia;175176
403;merlot;171925
404;pavo;171490
405;reinetas;171951
406;brotes arveja;170422
407;salsa champiñones;171170
408;choros zapato;174216
409;fettuccini;169736
410;filete pavo;171490
411;jibia;174215
412;sierra;175139
413;spaguetti;169736
414;abastero;172128
415;vienesas;174584
416;salsa babecue;174523
417;tapapecho;174740
418;marshmallows;167995
419;avena tradicional;172989
